Omega_b  Omega_m  h  n_s w A_s
4.375169223969378046e-02 2.351507868666229406e-01 7.182555076232339797e-01 7.582188876566492430e-01 -1.126293551087253597e+00 3.718634270579078027e+00
6.986210944493045916e-02 2.909067377155304390e-01 8.353038501923641945e-01 6.486110791539777543e-01 -1.523419300431506862e+00 3.248216852045782588e+00
6.950956556831139332e-02 1.443771819495885400e-01 7.644791616198090001e-01 7.590095355205609406e-01 -1.362906913866086978e+00 3.158948821687313391e+00
5.683726301263523906e-02 5.579271565229837471e-01 5.856117241682342600e-01 9.279297449648036267e-01 -8.767550094303692143e-01 2.091116590110159823e+00
5.363118994564192166e-02 2.810610170746493663e-01 6.803577308872582607e-01 1.085476453238775285e+00 -1.411174875991836997e+00 2.049827587461843237e+00
3.873789865945711369e-02 1.741740782329677661e-01 5.965672571345848052e-01 1.294043747756576046e+00 -8.401091100800245348e-01 2.628434491570952769e+00
4.503007124615260315e-02 2.437488037087929549e-01 6.714391692408647749e-01 6.922725717138080714e-01 -5.604348847087863295e-01 3.646811068382595167e+00
5.258649775874688070e-02 4.040944395873010686e-01 5.189954311967444056e-01 9.780644050819805591e-01 -4.493564184591893884e-01 2.567835051578908345e+00
4.931184121771813728e-02 3.049444935625059694e-01 7.248133992712034734e-01 9.095463416221367670e-01 -6.621918769789904013e-01 2.082413187930960419e+00
4.173246984759031858e-02 5.218300798325437029e-01 7.826497434836932054e-01 7.789056653775774386e-01 -1.338521946963274534e+00 3.245866229224389166e+00
5.489471006298296540e-02 4.902402892258751477e-01 6.690066609796706532e-01 1.194087541051080503e+00 -1.414353366359003772e+00 3.236537182082537267e+00
5.555160584979714627e-02 5.967827166118825355e-01 7.660222614508520600e-01 8.594884470595030024e-01 -6.739146935750620626e-01 2.996755671641323726e+00
4.981876825328367120e-02 3.494266791575651454e-01 5.215285388675449108e-01 1.087196774818138589e+00 -1.149461117728405313e+00 2.766967363718290329e+00
4.648518381881960870e-02 4.750540875602684565e-01 5.150971039770955162e-01 9.719721073154711233e-01 -4.789262626237544840e-01 2.948964902875424343e+00
3.419099761049022163e-02 2.563146477183801952e-01 8.128399826349077539e-01 9.630807182605430894e-01 -1.437300351600239390e+00 2.840643473929400642e+00
4.072679755106428656e-02 5.739716295004907431e-01 6.103646629838203053e-01 1.013665956365119136e+00 -9.193875605947132712e-01 2.878880904684530506e+00
5.425590996867488136e-02 3.251313167744768196e-01 7.812636785362658820e-01 8.626641165207732387e-01 -4.018579820185281815e-01 3.554621624088422305e+00
6.834753458855524766e-02 4.708877473124868374e-01 5.670964266512308338e-01 8.389370672224120140e-01 -1.232681267003773673e+00 2.824986607771032610e+00
4.027854419301819811e-02 4.431761039032448002e-01 7.291959564325233289e-01 8.405128058622781673e-01 -7.792653319121621847e-01 2.258059578357316965e+00
5.049147279725462595e-02 3.539121316965591069e-01 6.215255348769612720e-01 6.330157773681426292e-01 -5.499584431335480250e-01 2.046410401557850367e+00
4.132917102445467228e-02 3.211236638829312318e-01 7.881284602276363849e-01 1.240525794207489430e+00 -1.404215440903077816e+00 3.936993117941556264e+00
3.918047808201333138e-02 1.121853352044856478e-01 7.747469940668971766e-01 1.003001213558206928e+00 -9.781662925898908512e-01 3.583396797519228461e+00
4.615892915156785681e-02 5.131341319542416235e-01 8.057990278340529944e-01 6.084569038800725638e-01 -5.398603497142446805e-01 2.296366338786603123e+00
4.157660710105323676e-02 4.789114192955917781e-01 5.674205904864696448e-01 1.189439164363661261e+00 -8.731206674710239035e-01 3.350453778039841346e+00
4.255449073983288283e-02 5.567295748198599625e-01 7.907771754068051440e-01 7.934391066496488953e-01 -1.406089006205532899e+00 2.360402862240922772e+00
5.069853126157067291e-02 3.328520945279140886e-01 8.938642883867395916e-01 1.232472236472885285e+00 -1.553742641349811882e+00 2.519003546810424155e+00
4.415419460549802055e-02 3.005688833302319618e-01 7.695891376401180484e-01 8.569667724213478888e-01 -7.503476027241015034e-01 2.383534905118189329e+00
5.521604424175628745e-02 5.759441865547277883e-01 7.177277110225386281e-01 9.513273798023004213e-01 -5.528243163405075489e-01 3.424921816982304357e+00
3.996429566872920780e-02 5.384474703734323242e-01 6.838842665586415404e-01 6.732928030525466845e-01 -1.363986579728494464e+00 3.676211439759747179e+00
4.397846136439353265e-02 3.885982861539728495e-01 8.952631326017148616e-01 8.906160854468141430e-01 -1.043246229271460823e+00 3.179368696481751577e+00
5.435573633789283349e-02 2.140196794758259802e-01 5.724604288866024238e-01 6.858961052172409811e-01 -4.024325625249340899e-01 2.481466920558890621e+00
4.985757300236761530e-02 3.466403070376727902e-01 5.930323062222104813e-01 1.225634879671822608e+00 -1.299586928103916295e+00 3.244127907259849231e+00
6.816677658505018722e-02 4.739182382813353911e-01 8.092361114494250884e-01 1.156846458642887931e+00 -1.188054803105580426e+00 3.300670606419205733e+00
4.339370371892638245e-02 1.103695705605404198e-01 7.670960196458294078e-01 6.954141139523682957e-01 -8.284844449561847846e-01 3.518168430042019068e+00
6.361070734651305680e-02 2.743723342337330839e-01 7.277085114334889138e-01 1.001460854679347978e+00 -1.281656896287217240e+00 2.218875067195828610e+00
3.434492308805560390e-02 3.618192273133604697e-01 5.701431552381128753e-01 7.476182891262559416e-01 -1.008141681692181768e+00 2.750349050185135980e+00
4.948171360282318382e-02 1.281675978187126197e-01 5.092461025755710136e-01 7.387682219901218206e-01 -1.516008186324374840e+00 2.294149131441589162e+00
6.462382015820378189e-02 4.274642829252993659e-01 6.453009401461640149e-01 8.478755293067330445e-01 -1.066637747740683873e+00 2.721790584264806245e+00
3.369359955337829921e-02 1.108085081674054506e-01 6.928883891633910164e-01 8.252280411952660488e-01 -1.273735831365911064e+00 3.944195309810505812e+00
6.927575899592047781e-02 5.799751932297380064e-01 6.635400558667492454e-01 7.652864951303888219e-01 -1.204020574872484595e+00 3.984619078200164921e+00
5.462359767598537474e-02 1.757929230508031015e-01 6.203940872823499042e-01 6.106483359479448758e-01 -1.096034238724712839e+00 2.921180130491731308e+00
6.164756724932979326e-02 5.351034500973927965e-01 6.024100711143732800e-01 8.741838166422956080e-01 -9.407424173341361051e-01 2.591568566879913771e+00
3.127376203956066386e-02 1.881985562837069914e-01 5.753999214402758522e-01 1.095426818702640581e+00 -1.494083658677855198e+00 3.099449489304074934e+00
3.456113817471483107e-02 4.477988247870119398e-01 7.302341662617238827e-01 9.603298984281047890e-01 -1.100384333694569783e+00 2.925810951189909304e+00
6.890243448060004439e-02 4.943870550049879187e-01 7.128276181871795458e-01 7.067223908127043819e-01 -6.285741115022582814e-01 3.999984517987892119e+00
6.706084623207771156e-02 5.069850494175797140e-01 7.496834956880185086e-01 1.160613462957606146e+00 -9.284488678806984696e-01 3.031937600181922932e+00
4.067008085549889823e-02 3.223270595834537566e-01 6.268104499243516425e-01 9.105142294410861759e-01 -6.559560472510408413e-01 3.915522917489600019e+00
4.589008026756275643e-02 2.026073454002527141e-01 6.212595508755439644e-01 1.005272006512146987e+00 -5.048442969852164897e-01 3.215480679283058585e+00
4.597071143907378865e-02 3.234416317860316359e-01 6.373162136573456982e-01 1.298229265208192151e+00 -5.865105325369586176e-01 3.883032661672936037e+00
4.732643952530170978e-02 2.130210050352498441e-01 8.552764300258213215e-01 6.675512792243214477e-01 -1.418365170175536649e+00 3.633712736085929151e+00
4.621656805942476326e-02 3.635791634911211823e-01 8.911580783910328929e-01 8.462135093301146327e-01 -1.512297103141751808e+00 3.563311742617279343e+00
5.199830498330682005e-02 2.620585570226099392e-01 7.425066031182879778e-01 1.059472495920007251e+00 -9.873981957085455896e-01 3.629422610892414802e+00
5.584426347815511088e-02 1.938028929930126210e-01 5.043893443655597109e-01 1.280429466113600867e+00 -1.309461608495997353e+00 2.113385357131828179e+00
3.522954675865561797e-02 3.429524818883837867e-01 6.678794077499250470e-01 1.052921469039796998e+00 -1.235505432027175887e+00 3.743262452950443908e+00
5.641229065169958701e-02 1.621821491555058281e-01 8.501399910755670364e-01 6.089367440189580316e-01 -1.138893152925038788e+00 3.570799798717873230e+00
4.426448499906139589e-02 3.259703096910949727e-01 7.947541253811050144e-01 7.741073542656784490e-01 -1.355737340831217885e+00 2.496581609211658837e+00
5.427790048824097935e-02 4.642678021391656307e-01 6.902333013031902720e-01 8.290924636817718074e-01 -1.091311486814800169e+00 3.494379763773329373e+00
6.266450967266880279e-02 1.914507136058005432e-01 8.189166511866057263e-01 6.852444898338834189e-01 -1.552877606131460864e+00 2.554175142683969391e+00
5.318761869129458308e-02 2.492922012071013826e-01 6.296381245992851428e-01 1.223844705951266931e+00 -6.154902908892232460e-01 3.062082620495274465e+00
4.590375679499564265e-02 3.335530391437856457e-01 6.809356274462746716e-01 7.520839893033024470e-01 -1.489125296270762400e+00 2.962200867463157916e+00
6.371640345410503614e-02 2.726552577431647917e-01 8.451173106872109653e-01 9.788381283457253668e-01 -1.401074828705763275e+00 2.853624666731683135e+00
4.611130215278545774e-02 2.581110666029470813e-01 8.581999201589338711e-01 6.758437167169653037e-01 -1.183701360081008902e+00 2.861929408897080584e+00
6.725054910615735349e-02 2.800670606739330548e-01 6.749308916889327215e-01 1.180610853359993051e+00 -1.560687654858332829e+00 3.040812269503962995e+00
6.652690007793062021e-02 2.427010958228910664e-01 6.326767278371981940e-01 6.159025069473099689e-01 -4.386240176228513032e-01 3.469480517520406426e+00
3.178716117736429814e-02 4.459064514369401877e-01 5.169260187131821116e-01 1.286734057040440415e+00 -9.342778893441902044e-01 2.217912462857591471e+00
4.457563420787664238e-02 3.249481888666257978e-01 8.232208175356106050e-01 9.412976931028049776e-01 -5.376933304231656940e-01 3.010207464935571231e+00
5.847577810980536528e-02 2.204866164250222638e-01 8.217419415646650682e-01 7.166898710692823915e-01 -5.692296317443241715e-01 2.800458839905483277e+00
3.468002593382246701e-02 4.390347897077248041e-01 8.871828254084650478e-01 1.114056712092067691e+00 -8.459743383650496495e-01 3.907026719602588294e+00
4.494006938844331139e-02 1.594473074987143857e-01 7.772832059459953147e-01 6.054295986303109833e-01 -8.236169841735289099e-01 3.951264255604725495e+00
6.475161252097247355e-02 4.655235615258391801e-01 8.687589209327657436e-01 8.864181940785019753e-01 -4.888911910541811068e-01 3.770429269428211327e+00
4.974560382007105208e-02 2.102518075658642571e-01 7.169223675521994021e-01 9.950292034656482709e-01 -1.008407868749121139e+00 2.611445612822900664e+00
3.308195385193629656e-02 4.564016359321139138e-01 6.556243639663019707e-01 8.514263576965761526e-01 -1.547205280381013237e+00 3.658893347830473264e+00
3.896303255367242202e-02 5.603441373977181561e-01 8.521130089947885899e-01 7.324901208651642959e-01 -1.261975597496801216e+00 3.271780605203046477e+00
5.261888799555819451e-02 3.142879785182389196e-01 7.782316765522915292e-01 1.073400432665998050e+00 -1.423996770284378099e+00 3.257799629664241525e+00
6.932804169356865387e-02 3.108189070419620226e-01 7.136424597437660555e-01 9.641198988990855590e-01 -6.201776144270737534e-01 3.008763080093185049e+00
4.385420382659342003e-02 4.542157071184597106e-01 5.934964713865360508e-01 1.128706041460673770e+00 -1.271536751277975386e+00 3.375605146825713554e+00
4.310761354940462892e-02 1.021060711284517419e-01 7.030945189254090844e-01 7.843480808220962830e-01 -8.545325935044102428e-01 2.042822032626251616e+00
6.250380851964046358e-02 5.295269839671413736e-01 6.347579260217115493e-01 1.184623673223290208e+00 -7.373505571097639377e-01 2.566141803445268987e+00
3.513884142516675302e-02 3.114366253486071656e-01 7.080369328384744643e-01 6.818092244048046258e-01 -1.014973376526323801e+00 2.511997478145834961e+00
4.484376785841971691e-02 4.335397609412726672e-01 8.684991328961668700e-01 8.031734752884297501e-01 -4.825801623444150312e-01 2.284701272763578928e+00
3.706062400028303783e-02 3.936953690628434144e-01 5.609976579356461546e-01 1.274381964546731805e+00 -1.172295160095260691e+00 3.866159200418756825e+00
5.748918106554174595e-02 4.046002591196791176e-01 5.322586258001047455e-01 1.018280002437688569e+00 -6.781062088284046663e-01 2.576951937198554088e+00
3.057521870944555908e-02 3.624024885427539200e-01 8.179831519456053357e-01 1.210900363404758817e+00 -7.906167187756777404e-01 3.567419669398660176e+00
3.094276222695389184e-02 4.411385718738611850e-01 6.061634663857332628e-01 1.120283212917847937e+00 -5.113836116986720803e-01 3.961296567673648461e+00
4.025269923926806659e-02 1.678116306989761441e-01 6.697232022203705171e-01 8.375972094102764887e-01 -8.331857335054483338e-01 3.026562558038499162e+00
3.292925354146194333e-02 1.128009865582957350e-01 5.923731935091118839e-01 9.928546291998572304e-01 -9.927576615028668172e-01 2.911282346051377701e+00
6.826869303690322188e-02 2.937398321547838309e-01 5.295198591596524951e-01 1.291961172145285497e+00 -9.564214170446466712e-01 3.796583089881079509e+00
5.891910940906851246e-02 1.014057800553619937e-01 8.587270151985315625e-01 8.633519517109616848e-01 -7.921275431940765221e-01 3.022618753911276102e+00
5.617996157493548859e-02 3.132103792802232722e-01 5.318095856995135318e-01 9.197143576885540295e-01 -1.374322481658163619e+00 3.428779670372506416e+00
4.171412474735505804e-02 2.909311653791842867e-01 8.104045673688282658e-01 1.130265127840018646e+00 -1.360137565760116463e+00 2.709179102085550017e+00
3.301228634080619062e-02 5.314924540875720638e-01 6.436796980779780908e-01 1.166318874941893569e+00 -9.730589823919033599e-01 2.904010641223487621e+00
6.006697623651070794e-02 3.967567019935992478e-01 7.258969899399461134e-01 7.701190364029354418e-01 -1.530544051505633885e+00 2.198776924903143026e+00
6.729801445929668724e-02 4.908039364691215711e-01 5.029902006634860978e-01 6.055993704606942307e-01 -4.814967651216068845e-01 2.285490415319950674e+00
3.218239877276486693e-02 5.570401468645137522e-01 5.198749154620549984e-01 1.176596692186837378e+00 -9.244817261779193496e-01 2.177389688133939405e+00
5.219053242940195625e-02 4.856931672795912203e-01 8.621815572197542021e-01 1.035739692447543048e+00 -1.222098436688816347e+00 2.160250107823094901e+00
5.549905714681742375e-02 5.159219899897878880e-01 6.767489172436660372e-01 9.382072829978491679e-01 -5.137796415665871752e-01 3.497366854559853522e+00
6.399436962016191721e-02 1.987828240393241797e-01 5.411874277177044501e-01 1.104443959634451744e+00 -6.987387783019527454e-01 3.363835467406089741e+00
6.094455281838900840e-02 3.415286507165999907e-01 8.927306466766562476e-01 8.232634834413964375e-01 -5.756125326329335490e-01 3.227849677871524658e+00
3.645684565215980694e-02 3.267111797288165809e-01 7.343078536628911968e-01 1.276705215703989982e+00 -1.349871148132292253e+00 2.550846107778529159e+00
6.335253579900429477e-02 2.095345688656544969e-01 6.562862918642893284e-01 7.099871041921439474e-01 -6.265775112423965787e-01 3.560443297643259619e+00
5.884061329758170922e-02 3.069268058568146440e-01 5.899209697336080804e-01 9.672966410215839694e-01 -5.172044310347048146e-01 2.499032017059224398e+00
6.381087592018183652e-02 2.460408808366554012e-01 5.540565611903695009e-01 1.068307861791005564e+00 -1.500561413212981643e+00 3.037879592926582717e+00
3.259861806178320637e-02 4.757843154312576539e-01 8.381170727745049787e-01 1.196281057928273217e+00 -9.680948762850141165e-01 2.727880467774119300e+00
6.365543334917767027e-02 3.058857012153710642e-01 7.847707331375852746e-01 7.000811154442162509e-01 -1.514779421588424491e+00 2.066137789062811425e+00
5.955125223809815127e-02 2.651933416176565639e-01 6.651122490423025946e-01 1.095791127104512430e+00 -4.745883630610290282e-01 3.776207234177562100e+00
4.496333954719566872e-02 2.590734366090710061e-01 6.684862199116279324e-01 6.185886962440509951e-01 -5.089530129377000112e-01 2.848220732348178075e+00
6.436111161691315807e-02 3.687502436670087036e-01 6.003784393581771406e-01 1.210389291860834549e+00 -6.890898413011296020e-01 3.632069669956341507e+00
3.253827120036937443e-02 5.595312657632848241e-01 7.483562785562497544e-01 6.514281358350144657e-01 -6.086228330422776001e-01 3.074602108964721303e+00
5.291934672112620641e-02 4.132757851168119556e-01 8.619612573306750791e-01 9.864611423766014298e-01 -8.854544768445116176e-01 2.138202059381259623e+00
3.078014586396820434e-02 3.518582818426527759e-01 5.824077828696300196e-01 9.800588312399171054e-01 -1.413103721732657192e+00 2.665331508934967619e+00
3.507451042634325555e-02 4.165473082370937385e-01 8.364679259785994248e-01 6.892397072095242105e-01 -8.263211445973194236e-01 3.063423826700763630e+00
6.553951228475418667e-02 5.472991546100610671e-01 7.474253855114391110e-01 1.125604054370775708e+00 -7.220696158520233388e-01 2.634494918535788432e+00
5.267097320608064154e-02 1.528926334456915392e-01 7.727180836576432732e-01 1.051882114128828816e+00 -1.267717383190922309e+00 2.034228009117223568e+00
4.126940056032309123e-02 3.950613836428840120e-01 8.214607735789359877e-01 6.987548435372449296e-01 -1.358459175713029321e+00 3.850570062895133816e+00
3.219930715021350476e-02 3.786840150967774044e-01 8.067171772064329893e-01 9.622030223713562425e-01 -5.626864419616715018e-01 2.022776811839948508e+00
5.216203367160819615e-02 4.378396817787704176e-01 8.362026284029462353e-01 9.229500953624205639e-01 -8.863887427586268908e-01 2.544112270142814047e+00
4.693608608352356493e-02 1.698492354046943764e-01 8.803720947160756927e-01 1.074458938318021417e+00 -9.686831811369260858e-01 3.064566810306747602e+00
6.397171945275668958e-02 2.189796890376030924e-01 5.124690004468024362e-01 9.687988307441024460e-01 -1.229979725053050643e+00 3.787221653780203923e+00
3.462366575549571945e-02 3.313614241904480062e-01 8.335430033975601560e-01 8.952752646877327747e-01 -9.005589992425004908e-01 3.510819015223920037e+00
5.648552587235643185e-02 5.720936816373044520e-01 5.458342961876557764e-01 6.036998443935058800e-01 -1.135023026983662753e+00 2.057743198067830459e+00
5.900126498028543387e-02 4.311177680280974256e-01 5.394713945928021337e-01 8.324096067596693516e-01 -9.271608499658472446e-01 2.994162712501003298e+00
4.916702877734222682e-02 1.182050539005108369e-01 5.497948640292057432e-01 9.473485045735675625e-01 -9.726516361135878475e-01 2.865004335621294196e+00
4.828492911993215175e-02 1.631146393603926659e-01 7.214141960503988038e-01 8.749757465542777890e-01 -1.104748765473982930e+00 2.500427396614133713e+00
6.815764025929994807e-02 2.850768656104806231e-01 6.987108551059805217e-01 7.938239278807671662e-01 -9.645953700776095374e-01 3.113667990289648024e+00
3.746925580031235103e-02 1.080751977109135481e-01 8.337374037120780512e-01 8.297445328389699837e-01 -8.320186906751877443e-01 2.003150097074092972e+00
3.332513766115211690e-02 1.865700680928668032e-01 7.184807636812605702e-01 9.436593270441310244e-01 -1.289135751215992443e+00 3.118207916909787158e+00
6.294390534952154503e-02 3.120733385186814646e-01 7.419890834855763506e-01 1.171261181783066263e+00 -6.682708323221890900e-01 3.969217776668744868e+00
6.472526366008735099e-02 4.359719089146044668e-01 8.613021725418379404e-01 9.938785496981785705e-01 -5.536030115581764832e-01 3.034395533535974465e+00
6.939605243643102994e-02 3.907792483539397344e-01 7.635630808318658591e-01 1.175636248987248722e+00 -4.438603038501214293e-01 2.992265805915408361e+00
5.052190991241767987e-02 4.836207205241348506e-01 5.781543246674705205e-01 6.762783312868879682e-01 -5.571464615160819367e-01 2.105398729803628299e+00
4.933716732896750723e-02 2.148013695183300098e-01 5.871886732124735886e-01 7.875718268826277235e-01 -1.156063608673845611e+00 3.275582896830380619e+00
5.654590004989745733e-02 2.887838456123651421e-01 5.324812981109632304e-01 1.010335557626008240e+00 -6.106995587215356958e-01 3.870232748644968357e+00
5.437871787670493784e-02 2.286032976065443256e-01 5.906181028656044552e-01 9.533177487006760931e-01 -1.379741338648842630e+00 3.409565027472050147e+00
5.079728680851408607e-02 5.741983106172562357e-01 8.649989350297426771e-01 9.882107070886377853e-01 -8.060268496921710879e-01 2.058652207808083556e+00
4.461847769482128745e-02 3.800921935163155130e-01 8.418866177617876367e-01 1.244154698022071903e+00 -4.780034789764571190e-01 2.689722039480118454e+00
6.919837201967440898e-02 3.881726810938740391e-01 7.279905867544979037e-01 1.061290167852977806e+00 -1.116509037867589260e+00 3.162796870323258069e+00
3.936832558154330225e-02 4.805214183679548112e-01 5.138583209831546483e-01 9.036722842420497059e-01 -9.803740570355875539e-01 3.156534340933609961e+00
3.681333340909487273e-02 3.761720173378455545e-01 6.416560906783572715e-01 7.304284491340597985e-01 -1.049240127184748683e+00 3.916130474194349897e+00
3.256184063434808956e-02 5.410650281355173785e-01 8.191647547437386212e-01 1.038823478483301255e+00 -5.654643282171289975e-01 3.462211164470744507e+00
4.306226270608656120e-02 4.769797652015017597e-01 5.852131615692748312e-01 7.423202524648566669e-01 -6.601879827156879044e-01 3.584729384728300161e+00
5.724450868984637397e-02 4.117980667858585075e-01 8.307201435822557656e-01 8.492641867987207327e-01 -4.585300413687178889e-01 2.375968484891689769e+00
3.317943789405938121e-02 3.339823834966756388e-01 5.953908473530329371e-01 1.213116318939327698e+00 -7.523868689942073695e-01 2.287568903417148913e+00
5.819605246783624009e-02 2.685733604477315573e-01 8.766448918365001841e-01 1.103427219383203095e+00 -1.029768724731446206e+00 2.810064298616695044e+00
3.295713432317900343e-02 3.668392962622054609e-01 5.297008267974616658e-01 1.114833355393056724e+00 -1.377154501038554191e+00 3.512247531115743726e+00
4.714498357646289273e-02 4.096262284995012548e-01 8.301298809908219667e-01 1.200796618367036439e+00 -1.578238624205544394e+00 2.265885475158795792e+00
4.267845168204661976e-02 3.900516093101189519e-01 5.882358821901574331e-01 1.078152612254136500e+00 -1.327598602599213473e+00 3.867496797784585105e+00
4.680414217954656508e-02 3.437629253419165476e-01 6.511837503266848515e-01 9.546950244344671876e-01 -6.753589252269649457e-01 3.128771689886264085e+00
4.380607802852584665e-02 1.905314598898233402e-01 5.698212520472492049e-01 1.214628395027124608e+00 -1.467397117228199876e+00 2.521209892823215171e+00
3.244002581443491268e-02 4.885660555184776488e-01 6.523597674255658951e-01 7.505786490192187799e-01 -1.466284057786756634e+00 3.977303442402285949e+00
3.106938051368682632e-02 5.106342639516104898e-01 7.693836788517205427e-01 1.254284683945326107e+00 -1.134720150233188063e+00 2.786259476660742695e+00
5.442102790126367162e-02 4.676720277368431322e-01 7.608417125053215102e-01 1.297291236303039330e+00 -7.273933387935964667e-01 3.831266696672387617e+00
5.541606539053786640e-02 2.609967517297441808e-01 5.010278904981670944e-01 6.264272847411280765e-01 -9.966298089119594028e-01 3.337878134863115243e+00
5.906202473633592742e-02 1.003347231893356589e-01 5.017596127205085077e-01 1.137974713045268871e+00 -1.408374203751178833e+00 3.197902800982104665e+00
5.341925891868844201e-02 2.435260333686047884e-01 8.396138034132305528e-01 6.483454681682928600e-01 -8.201609130484044385e-01 3.181420311827198866e+00
5.896529163719904654e-02 3.145459679754903926e-01 6.209166342715082276e-01 7.921371280637683476e-01 -5.461457628112011964e-01 2.467454393191510054e+00
4.627482940177875953e-02 5.790223848292711528e-01 8.786194280385812849e-01 6.620473224761371789e-01 -1.590948385720541536e+00 2.378744211308177814e+00
3.161661408030880249e-02 5.332294734594071883e-01 5.080527061769399833e-01 1.030489869988351348e+00 -1.150106543828496086e+00 2.127428024681875307e+00
6.751189107019828217e-02 1.685669538989969796e-01 6.912829365628639922e-01 8.312598238454782518e-01 -1.431688115956718077e+00 3.843342207837588287e+00
4.619023067583115372e-02 2.127728186400426047e-01 8.243394128826174727e-01 7.031373603315913545e-01 -1.405321254798834740e+00 3.575482087959471755e+00
6.596427851031946843e-02 5.652724920650292750e-01 8.907402590513715523e-01 1.123593380473093539e+00 -1.006883214355255962e+00 2.502268834682229937e+00
6.769767385179445429e-02 3.227563899341244213e-01 7.639515831949724722e-01 1.037417996367246964e+00 -1.074011569912673547e+00 2.990509217969571587e+00
4.816416930550328213e-02 5.406621595063375585e-01 8.887448347749982158e-01 6.904984249505220495e-01 -7.306773596498505885e-01 3.430412016250956597e+00
6.309525542468286119e-02 3.520529657377536870e-01 5.714868684817472344e-01 8.766741682013723391e-01 -1.227252182821262583e+00 2.914007066072317187e+00
3.136296735362552324e-02 5.832305325985934763e-01 6.301372682738016762e-01 1.037773584034501484e+00 -8.141134336802987592e-01 3.283347626524433682e+00
4.559207257199621860e-02 5.020931262395076367e-01 7.845186958376982878e-01 8.807673897324809209e-01 -1.145749168767927539e+00 3.344500075222355484e+00
6.702143697664228461e-02 3.369282730087121980e-01 5.209428984550310560e-01 1.192305558789398479e+00 -7.764481741757106592e-01 2.109512615730398277e+00
6.168987530125577545e-02 5.878951160960618205e-01 8.116497676976666131e-01 9.457718584825378638e-01 -6.392114836048002902e-01 3.692489949933334792e+00
4.912369517945561204e-02 1.950400142825111371e-01 7.198023955831579501e-01 8.813789057328269561e-01 -1.354084001801273196e+00 2.495955982777063653e+00
6.747249899542132057e-02 3.896202458184456763e-01 6.866606951915874557e-01 8.739584462259383235e-01 -1.034568852750292756e+00 2.643346823115919619e+00
4.209951818928904521e-02 5.361817530185803982e-01 8.168607730907730957e-01 6.777950987978202946e-01 -5.835444519710819566e-01 3.617571405711345722e+00
5.353570887171066328e-02 2.827879959431552903e-01 5.826735031381382601e-01 1.157564441932887878e+00 -1.581047541300713899e+00 2.301790971556995302e+00
4.137272352756502652e-02 3.999941745372785906e-01 6.614325943968540900e-01 7.046870925256922824e-01 -1.574938517102138613e+00 2.338868785485171298e+00
6.732634860801998966e-02 5.339850480703547397e-01 7.788316351485893296e-01 1.039671740756632934e+00 -5.195333252834404281e-01 3.091737134621389771e+00
6.062821371652217517e-02 3.712381246955995806e-01 7.110906250531849881e-01 7.803144232941734426e-01 -1.277597978668055356e+00 3.206440094988803224e+00
6.787041196188955960e-02 2.271983317149168791e-01 8.142816589405008632e-01 1.198673879695582034e+00 -1.226001372929905742e+00 2.118634622192935524e+00
4.103156098779221772e-02 5.914888197720096219e-01 6.413605148822099089e-01 1.248607470040897338e+00 -7.404983783784597762e-01 2.488845810020275717e+00
3.937808660526825877e-02 4.926424899953197878e-01 5.175476819786867244e-01 6.175342293625236678e-01 -1.278465422750615366e+00 3.417302885108500998e+00
5.500909387610272705e-02 1.071220524085127329e-01 7.758867783688343511e-01 1.296037372345129057e+00 -1.262554053758597750e+00 2.575256743636924472e+00
6.109959674097113075e-02 2.060059946606125902e-01 6.313251604679448459e-01 1.156309000294321265e+00 -1.214489327546873332e+00 2.884807924921924283e+00
4.547433600461804615e-02 4.236495193482416877e-01 7.061016036814476982e-01 9.985635422638092784e-01 -1.100887625219869381e+00 3.333070022450295600e+00
3.043135113849911727e-02 4.079295326457119675e-01 6.508685114068240019e-01 7.608828563255569666e-01 -4.181002208722393032e-01 3.789171090935979258e+00
4.877153136376073672e-02 2.382952162087562109e-01 5.176440804140085561e-01 1.159280380776209096e+00 -8.638653731112321266e-01 2.606219592840743893e+00
5.271528900766212639e-02 2.317150159357163064e-01 7.005508536207216697e-01 1.137048805005701491e+00 -6.588830346824248174e-01 3.024257851285232057e+00
6.644173056449878545e-02 3.559074749141175609e-01 6.354309781700552273e-01 1.078915795569761249e+00 -1.305805534799019174e+00 3.791541264354297169e+00
3.476479874227880046e-02 3.843085673309577510e-01 7.743109529638619870e-01 7.203103884716252070e-01 -9.627266313853138913e-01 3.132966159987659260e+00
3.285815792091695969e-02 1.059316129498195092e-01 6.734745168392727299e-01 1.229485634340829359e+00 -6.670267171060210165e-01 3.083442952834814399e+00
6.807374020749271115e-02 3.719369423855819479e-01 5.371259660082833287e-01 7.538646674965875372e-01 -6.313505654375295428e-01 2.623911255375572793e+00
6.828493602450755318e-02 3.353715556870265346e-01 7.229442790953454212e-01 9.216467673711243869e-01 -1.345503350271120002e+00 2.585482102587956188e+00
6.041630064019887225e-02 3.178113558211282386e-01 5.419187062405008692e-01 8.263897440363764391e-01 -1.452803997950184112e+00 3.035930209516469525e+00
4.313610003786855218e-02 3.550218551842755366e-01 6.597082031178771455e-01 6.388529886026823590e-01 -1.473605974715518574e+00 3.814304322543559778e+00
3.148329229385758016e-02 5.659551339082038446e-01 5.306257562473294387e-01 6.570488984001754407e-01 -1.235781267569839192e+00 3.524533452688281443e+00
