ticker,name,market_cap,stock_price,revenue
6489,"Maezawa Industries, Inc.",23.23B,"1,315.00",38.05B
2884,Yoshimura Food Holdings K.K.,23.22B,990.00,58.49B
7683,"WA, Inc.",23.21B,"1,221.00",22.57B
7236,"T.RAD Co., Ltd.",23.19B,"3,595.00",150.37B
5210,"Nihon Yamamura Glass Co., Ltd.",23.06B,"2,259.00",74.70B
3921,NEOJAPAN Inc.,22.97B,"1,685.00",6.95B
7760,IMV Corporation,22.97B,"1,456.00",16.19B
6832,"AOI Electronics Co., Ltd.",22.96B,"2,003.00",34.73B
6199,"SERAKU Co., Ltd.",22.93B,"1,737.00",23.06B
1904,"Taisei Oncho Co., Ltd.",22.92B,"3,810.00",62.04B
6584,"Sanoh Industrial Co., Ltd.",22.87B,639.00,162.08B
6310,"Iseki & Co., Ltd.",22.83B,"1,000.00",168.43B
1429,"Nippon Aqua Co., Ltd.",22.78B,714.00,30.27B
8007,"Takashima & Co., Ltd.",22.74B,"1,327.00",94.84B
9979,Daisyo Corporation,22.73B,"1,093.00",51.26B
7475,"ALBIS Co.,Ltd.",22.71B,"2,627.00",98.11B
8203,Mr Max Holdings Ltd.,22.70B,682.00,134.47B
3692,"FFRI Security, Inc.",22.70B,"2,787.00",2.63B
6089,"Will Group, Inc.",22.69B,993.00,139.66B
6227,"AIMECHATEC, Ltd.",22.68B,"3,775.00",17.23B
4968,"Arakawa Chemical Industries, Ltd.",22.62B,"1,180.00",78.71B
9268,Optimus Group Company Limited,22.58B,332.00,266.72B
8596,"Kyushu Leasing Service Co., Ltd.",22.55B,"1,015.00",41.39B
2820,Yamami Company,22.50B,"3,210.00",19.83B
6565,"Abhotel Co., Ltd.",22.50B,"1,676.00",10.63B
3452,B-Lot Company Limited,22.37B,"1,155.00",30.93B
7520,"Eco's Co.,Ltd.",22.37B,"1,994.00",134.72B
2266,"Rokko Butter Co., Ltd.",22.27B,"1,143.00",37.75B
6763,"Teikoku Tsushin Kogyo Co., Ltd.",22.26B,"2,395.00",16.12B
3666,Tecnos Japan Incorporated,22.21B,"1,149.00",13.87B
165A,SBI Rheos Hifumi Inc,22.12B,214.00,-
5586,Laboro.AI Inc.,22.02B,"1,385.00",-
2932,"STI Foods Holdings,Inc.",21.92B,"1,233.00",35.58B
8928,Anabuki Kosan Inc.,21.92B,"2,055.00",150.21B
7717,"V Technology Co., Ltd.",21.91B,"2,329.00",50.06B
9229,"Sunwels Co.,Ltd.",21.89B,702.00,25.96B
6986,Futaba Corporation,21.89B,516.00,50.30B
9769,"Gakkyusha Co.,Ltd.",21.86B,"2,011.00",13.22B
6879,IMAGICA GROUP Inc.,21.84B,498.00,94.76B
3925,Double Standard Inc.,21.83B,"1,635.00",7.77B
6482,"Yushin Precision Equipment Co., Ltd.",21.82B,641.00,25.99B
6562,"Geniee, Inc.",21.79B,"1,807.00",10.40B
3075,"Choushimaru Co.,Ltd.",21.70B,"1,576.00",21.88B
7814,"JAPAN Creative Platform Group Co., Ltd.",21.65B,462.00,80.10B
9163,Nareru Group Inc.,21.51B,"2,407.00",21.61B
3939,"Kanamic Network Co.,LTD",21.45B,452.00,5.12B
1736,Otec Corporation,21.43B,"4,150.00",30.23B
260A,alt Inc.,21.41B,642.00,6.06B
3393,"Startia Holdings,Inc.",21.37B,"2,259.00",21.33B
3068,WDI Corporation,21.27B,"3,395.00",31.97B
5957,"Nittoseiko Co.,Ltd.",21.20B,593.00,47.07B
3179,"Syuppin Co., Ltd.",21.19B,"1,041.00",51.98B
9908,"Nihon Denkei Co.,Ltd.",21.12B,"1,852.00",111.91B
8139,Nagahori Corporation,21.12B,"1,375.00",22.57B
4396,System Support Holdings Inc.,21.03B,"2,152.00",24.45B
7466,SPK Corporation,21.03B,"2,125.00",66.23B
4498,"Cybertrust Japan Co., Ltd.",20.97B,"2,661.00",7.15B
9083,"Shinki Bus Co.,Ltd.",20.96B,"3,475.00",52.29B
4783,"NCD Co., Ltd.",20.94B,"2,561.00",29.45B
2830,AOHATA Corporation,20.93B,"2,535.00",20.51B
4022,"Rasa Industries, Ltd.",20.91B,"2,664.00",45.83B
4410,"Harima Chemicals Group, Inc.",20.87B,862.00,98.42B
1712,"Daiseki Eco. Solution Co., Ltd.",20.87B,"1,284.00",18.75B
2120,"LIFULL Co.,Ltd.",20.86B,172.00,34.64B
1847,"Ichiken Co., Ltd.",20.83B,"2,920.00",51.42B
4575,"CanBas Co., Ltd.",20.81B,"1,077.00",-
9906,Fujii Sangyo Corporation,20.80B,"2,513.00",94.31B
3472,Nippon Hotel & Residential Investment Corporation,20.75B,"67,300.0",2.60B
3914,JIG-SAW INC.,20.73B,"3,120.00",3.47B
2185,CMC Corporation,20.72B,"1,602.00",19.56B
6040,"Nippon Ski Resort Development Co.,Ltd.",20.71B,"1,360.00",8.59B
4599,StemRIM,20.69B,350.00,-
7856,Hagihara Industries Inc.,20.69B,"1,513.00",33.12B
6255,NPC Incorporated,20.67B,958.00,11.74B
9845,Parker Corporation,20.67B,831.00,67.11B
9696,With us Corporation,20.64B,"2,302.00",21.51B
5821,Hirakawa Hewtech Corp.,20.61B,"1,467.00",30.45B
7554,Kourakuen Corporation,20.60B,"1,078.00",27.45B
5902,Hokkan Holdings Limited,20.60B,"1,675.00",93.05B
4053,Sun* Inc.,20.59B,562.00,13.57B
8338,"Tsukuba Bank, Ltd.",20.59B,250.00,35.17B
2477,"Temairazu, Inc.",20.54B,"3,170.00",604.00M
9913,Nippo Ltd.,20.47B,"2,270.00",44.71B
3134,Hamee Corp.,20.45B,"1,313.00",20.66B
3449,Technoflex Corporation,20.43B,"1,106.00",22.04B
5933,Alinco Incorporated,20.42B,"1,029.00",60.38B
4538,"Fuso Pharmaceutical Industries,Ltd.",20.39B,"2,410.00",48.61B
3040,Soliton Systems K.K.,20.39B,"1,100.00",18.61B
9644,"Tanabe Consulting Group Co.,Ltd.",20.33B,"1,287.00",14.07B
8285,"Mitani Sangyo Co., Ltd.",20.32B,330.00,102.19B
9211,f-code Inc.,20.28B,"1,680.00",5.13B
9057,"Enshu Truck Co.,Ltd.",20.24B,"2,700.00",48.30B
4092,"Nippon Chemical Industrial Co., Ltd.",20.24B,"2,380.00",40.75B
8093,"Kyokuto Boeki Kaisha, Ltd.",20.21B,"1,638.00",47.82B
2806,Yutaka Foods Corporation,20.15B,"2,323.00",14.26B
7621,"Ukai Co.,Ltd.",20.14B,"3,590.00",11.81B
9233,"Asia Air Survey Co., Ltd.",20.13B,"1,106.00",40.22B
4448,"kubell Co., Ltd.",20.10B,491.00,8.47B
9450,Fibergate Inc.,20.09B,998.00,13.36B
5981,"Tokyo Rope Mfg. Co., Ltd.",20.05B,"1,285.00",62.51B
5142,Achilles Corporation,20.03B,"1,461.00",77.78B
1828,Tanabe Engineering Corporation,20.01B,"1,950.00",52.56B
6779,"Nihon Dempa Kogyo Co., Ltd.",19.99B,867.00,52.49B
9115,"Meiji Shipping Group Co., Ltd.",19.99B,616.00,63.07B
6626,SEMITEC Corporation,19.99B,"1,906.00",24.78B
4659,"AJIS Co., Ltd.",19.98B,"2,400.00",33.54B
5363,TYK Corporation,19.96B,445.00,31.14B
7678,"Asakuma Co.,Ltd",19.95B,"3,755.00",7.21B
264A,"Schoo,inc.",19.94B,"1,598.00",2.85B
7774,"Japan Tissue Engineering Co., Ltd.",19.90B,491.00,2.43B
3891,Nippon Kodoshi Corporation,19.89B,"1,867.00",15.74B
9216,"Bewith, Inc.",19.87B,"1,415.00",37.30B
3271,The Global Ltd.,19.87B,703.00,33.55B
3276,"Japan Property Management Center Co.,Ltd.",19.84B,"1,122.00",58.99B
5592,"Kusurinomadoguchi, Inc.",19.82B,"1,850.00",10.88B
5139,OpenWork Inc.,19.82B,929.00,3.16B
3837,Ad-Sol Nissin Corporation,19.76B,"2,150.00",15.25B
1948,"The Kodensha Co., Ltd.",19.74B,"2,230.00",37.69B
2378,"Renaissance,Incorporated",19.71B,"1,050.00",58.78B
3154,"Medius Holdings Co., Ltd.",19.61B,882.00,275.78B
4463,"Nicca Chemical Co.,Ltd.",19.58B,"1,237.00",54.10B
7888,Sanko Gosei Ltd.,19.54B,663.00,93.64B
6932,ENDO Lighting Corporation,19.53B,"1,322.00",53.22B
3763,Pro-Ship Incorporated,19.52B,"1,601.00",6.85B
4563,"AnGes, Inc.",19.52B,60.00,643.00M
5015,BP Castrol K.K.,19.49B,845.00,13.18B
9046,"Kobe Electric Railway Co., Ltd.",19.47B,"2,486.00",22.39B
6997,Nippon Chemi-Con Corporation,19.39B,919.00,125.55B
4979,"OAT Agrio Co., Ltd.",19.34B,"1,899.00",29.77B
9399,Beat Holdings Limited,19.28B,"1,289.00",361.63M
6464,"Tsubaki Nakashima Co., Ltd.",19.28B,484.00,75.92B
9687,"KSK Co.,Ltd.",19.26B,"3,195.00",23.01B
3772,"Wealth Management, Inc.",19.24B,997.00,32.26B
6358,"Sakai Heavy Industries, Ltd.",19.19B,"2,250.00",28.96B
5269,"Nippon Concrete Industries Co., Ltd.",19.17B,353.00,52.66B
4434,"Serverworks Co.,Ltd.",19.12B,"2,429.00",33.90B
3951,"Asahi Printing Co.,Ltd.",19.11B,900.00,43.03B
6365,DMW Corporation,19.06B,"4,535.00",26.61B
6246,Techno Smart Corp.,19.04B,"1,704.00",18.03B
4745,"Tokyo Individualized Educational Institute, Inc.",19.00B,350.00,22.03B
4973,"Japan Pure Chemical Co.,Ltd.",19.00B,"3,135.00",12.76B
9341,"GENOVA, Inc.",18.99B,"1,075.00",10.19B
6962,Daishinku Corp.,18.98B,602.00,39.21B
3611,Matsuoka Corporation,18.96B,"1,895.00",68.20B
3926,OpenDoor Inc.,18.95B,618.00,2.44B
9768,"IDEA Consultants,Inc.",18.95B,"2,654.00",24.31B
2998,CREAL Inc.,18.92B,"3,175.00",33.61B
4784,"GMO internet, Inc.",18.91B,"1,173.00",13.00B
8070,"Tokyo Sangyo Co., Ltd.",18.84B,729.00,72.67B
5074,"Tess Holdings Co.,Ltd.",18.83B,267.00,33.59B
9612,"LuckLand Co., Ltd.",18.82B,"1,891.00",47.66B
6157,"NS Tool Co., Ltd.",18.79B,759.00,9.33B
6264,"Marumae Co., Ltd.",18.74B,"1,512.00",5.54B
2445,"Takamiya Co., Ltd.",18.74B,408.00,44.28B
5588,"Fast Accounting Co.,Ltd.",18.73B,"1,600.00",-
5246,"ELEMENTS, Inc.",18.73B,767.00,2.55B
2163,"Artner Co.,Ltd.",18.70B,"1,798.00",10.81B
4668,"Meiko Network Japan Co., Ltd.",18.68B,741.00,23.12B
3877,"Chuetsu Pulp & Paper Co., Ltd.",18.66B,"1,441.00",111.08B
6382,Trinity Industrial Corporation,18.62B,"1,153.00",39.93B
5932,"Sankyo Tateyama,Inc.",18.59B,602.00,353.91B
4371,Core Concept Technologies Inc.,18.57B,"1,135.00",19.17B
2440,"Gurunavi, Inc.",18.56B,329.00,13.58B
2204,"Nakamuraya Co., Ltd.",18.52B,"3,175.00",36.86B
9033,"Hiroshima Electric Railway Co.,Ltd.",18.50B,611.00,33.53B
7777,"3-D Matrix, Ltd.",18.47B,183.00,6.03B
2374,Saint-Care Holding Corporation,18.43B,748.00,55.83B
6184,"Kamakura Shinsho, Ltd.",18.39B,513.00,6.54B
3649,FINDEX Inc.,18.38B,716.00,5.84B
9880,Innotech Corporation,18.35B,"1,374.00",40.96B
6566,"Kaname Kogyo Co.,Ltd.",18.35B,"1,156.00",14.35B
6298,"Y.A.C. Holdings Co., Ltd.",18.34B,996.00,25.44B
1814,"Daisue Construction Co., Ltd.",18.26B,"1,755.00",85.65B
3900,CrowdWorks Inc.,18.23B,"1,210.00",18.65B
297A,"Alpico Holdings Co., Ltd.",18.21B,253.00,99.62B
7820,"Nihon Flush Co., Ltd.",18.16B,801.00,24.55B
2491,"ValueCommerce Co., Ltd.",18.11B,820.00,30.41B
6445,JANOME Corporation,18.10B,990.00,36.57B
6083,"ERI Holdings Co., Ltd.",18.10B,"2,381.00",18.34B
3388,"Meiji Electric Industries Co.,Ltd.",18.08B,"1,463.00",75.26B
274A,"Garden Co., Ltd.",18.08B,"2,740.00",-
8089,Nice Corporation,18.05B,"1,530.00",237.24B
2009,"The Torigoe Co., Ltd.",18.04B,775.00,26.17B
3529,"Atsugi Co., Ltd.",18.04B,"1,126.00",21.29B
3031,"RACCOON HOLDINGS, Inc.",18.03B,893.00,6.04B
4998,Fumakilla Limited,18.03B,"1,088.00",70.77B
190A,Chordia Therapeutics Inc.,18.01B,266.00,-
4978,ReproCELL Incorporated,18.00B,198.00,2.72B
3489,"FaithNetwork Co.,Ltd",17.99B,"1,862.00",28.40B
5132,"pluszero, Inc.",17.97B,"2,321.00",1.22B
3526,"Ashimori Industry Co., Ltd.",17.97B,"2,971.00",72.22B
4229,"Gun Ei Chemical Industry Co., Ltd.",17.94B,"2,714.00",29.80B
6061,"UNIVERSAL ENGEISHA Co., Ltd.",17.91B,"3,840.00",19.09B
3947,"Dynapac Co., Ltd.",17.83B,"1,791.00",62.53B
6194,"Atrae, Inc.",17.79B,740.00,8.60B
4011,"Headwaters Co.,Ltd",17.79B,"4,735.00",2.91B
4809,Paraca Inc.,17.76B,"1,837.00",6.85B
6293,"Nissei Plastic Industrial Co.,Ltd.",17.76B,952.00,46.74B
4064,"Nippon Carbide Industries Co., Inc.",17.74B,"1,946.00",46.29B
3834,"Asahi Net, Inc.",17.73B,680.00,7.83B
6850,Chino Corporation,17.67B,"2,114.00",27.99B
6470,"Taiho Kogyo Co., Ltd.",17.67B,621.00,110.73B
8006,"Yuasa Funashoku Co., Ltd.",17.65B,"3,975.00",121.96B
3166,"Ochi Holdings Co., Ltd.",17.64B,"1,384.00",114.04B
7191,Entrust Inc.,17.56B,792.00,10.15B
2415,"Human Holdings Co., Ltd.",17.55B,"1,691.00",99.36B
8095,"Astena Holdings Co., Ltd.",17.51B,441.00,57.99B
5945,"Tenryu Saw Mfg. Co., Ltd.",17.49B,"1,877.00",12.96B
4493,"Cyber Security Cloud, Inc.",17.47B,"1,899.00",3.86B
6675,"SAXA, Inc.",17.45B,"3,015.00",40.79B
9852,"CB GROUP MANAGEMENT Co., Ltd.",17.34B,"8,040.00",165.91B
4662,Focus Systems Corporation,17.30B,"1,062.00",11.63B
3553,"Kyowa Leather Cloth Co., Ltd.",17.28B,725.00,53.32B
9713,"The Royal Hotel, Limited",17.23B,"1,184.00",23.47B
3180,BEAUTY GARAGE Inc.,17.20B,"1,379.00",31.68B
8999,Grandy House Corporation,17.17B,589.00,54.02B
6294,Okada Aiyon Corporation,17.15B,"2,113.00",26.16B
9059,"Kanda Holdings Co.,Ltd.",17.14B,802.00,52.08B
7932,"Nippi,Incorporated",17.14B,"5,960.00",49.66B
3662,Ateam Inc.,17.10B,911.00,23.62B
8202,"Laox Holdings CO.,LTD.",17.09B,193.00,61.52B
5918,"The Takigami Steel Construction Co., Ltd.",17.05B,"8,000.00",24.12B
2307,"Cross Cat Co., Ltd.",17.04B,"1,065.00",16.04B
8364,"The Shimizu Bank, Ltd.",16.96B,"1,512.00",27.02B
2694,Yakiniku Sakai Holdings Inc.,16.95B,72.00,23.35B
4888,Stella Pharma Corporation,16.95B,498.00,323.00M
3329,"Towa Food Service Co., Ltd.",16.91B,"2,075.00",12.65B
7460,"Yagi & Co.,Ltd.",16.90B,"2,002.00",82.03B
7871,"Fukuvi Chemical Industry Co.,Ltd.",16.89B,838.00,39.53B
4889,Renascience Inc.,16.87B,"1,324.00",139.00M
4082,"Daiichi Kigenso Kagaku Kogyo Co., Ltd.",16.81B,695.00,33.56B
6798,SMK Corporation,16.76B,"2,645.00",46.91B
5941,"Nakanishi Mfg. Co., Ltd.",16.71B,"2,697.00",20.19B
4425,Kudan Inc.,16.70B,"1,497.00",628.14M
1826,"Sata Construction Co., Ltd.",16.69B,"1,089.00",32.04B
6037,"RAKUMACHI,Inc.",16.66B,768.00,2.36B
3937,"Ubicom Holdings, Inc.",16.63B,"1,442.00",6.29B
3902,"Medical Data Vision Co., Ltd.",16.62B,438.00,5.91B
4880,"CellSource Co., Ltd.",16.58B,825.00,4.36B
8029,Look Holdings Incorporated,16.56B,"2,231.00",54.74B
9704,"AGORA Hospitality Group Co., Ltd",16.51B,65.00,8.38B
4433,"HITO-Communications Holdings,Inc.",16.50B,938.00,59.15B
6874,Kyoritsu Electric Corporation,16.42B,"4,115.00",36.25B
7481,"Oie Sangyo Co., Ltd.",16.40B,"1,980.00",111.38B
4080,Tanaka Chemical Corporation,16.36B,509.00,17.06B
6927,"Helios Techno Holding Co., Ltd.",16.35B,901.00,12.19B
7562,"Anrakutei Co., Ltd.",16.33B,"7,060.00",30.57B
7320,Solvvy Inc.,16.32B,"2,931.00",6.04B
3023,Rasa Corporation,16.29B,"1,469.00",26.61B
9537,"Hokuriku Gas Co.,Ltd.",16.29B,"3,500.00",60.84B
3484,"Innovation Holdings CO.,LTD.",16.27B,972.00,16.20B
8041,OUG Holdings Inc.,16.22B,"3,035.00",344.77B
8091,"Nichimo Co., Ltd.",16.16B,"1,966.00",130.38B
8076,Canox Corporation,16.08B,"1,747.00",170.51B
5852,Ahresty Corporation,16.07B,648.00,159.03B
8931,Wadakohsan Corporation,16.05B,"1,465.00",40.27B
9414,Nippon BS Broadcasting Corporation,16.04B,900.00,12.18B
1435,"Robot Home, Inc.",16.00B,178.00,13.16B
4404,"Miyoshi Oil & Fat Co., Ltd.",15.99B,"1,572.00",57.03B
9171,"Kuribayashi Steamship Co., Ltd.",15.96B,"1,023.00",52.42B
6073,Asante Incorporated,15.96B,"1,635.00",13.99B
4228,"Sekisui Kasei Co., Ltd.",15.96B,356.00,136.64B
7030,SPRIX Inc.,15.93B,904.00,32.38B
1716,Dai-Ichi Cutter Kogyo k.k.,15.89B,"1,415.00",20.69B
5285,Yamax Corp.,15.87B,"1,660.00",22.82B
1376,"Kaneko Seeds Co., Ltd.",15.86B,"1,391.00",63.15B
9168,"Rise Consulting Group, Inc.",15.85B,673.00,7.26B
9996,"Satoh & Co., Ltd.",15.85B,"1,900.00",49.03B
5922,"Nasu Denki-Tekko Co., Ltd.",15.82B,"13,550.0",22.93B
6643,"Togami Electric Mfg. Co., Ltd.",15.81B,"3,280.00",27.07B
6653,"Seiko Electric Co., Ltd.",15.81B,"1,172.00",29.10B
6378,"Kimura Chemical Plants Co., Ltd.",15.81B,823.00,26.76B
5590,"NETSTARS Co.,Ltd.",15.80B,946.00,3.90B
6167,"Fuji Die Co.,Ltd.",15.78B,793.00,16.68B
1431,"Lib Work Co.,Ltd.",15.77B,670.00,15.62B
9377,AGP Corporation,15.75B,"1,270.00",14.08B
6390,"Kato Works Co.,Ltd.",15.72B,"1,339.00",53.95B
9765,"Ohba Co., Ltd.",15.71B,991.00,17.77B
7991,"Mamiya-OP Co., Ltd.",15.70B,"1,520.00",35.97B
2130,"Members Co., Ltd.",15.69B,"1,229.00",21.90B
6848,Dkk-Toa Corporation,15.68B,793.00,17.99B
4299,"HIMACS, Ltd.",15.68B,"1,366.00",17.68B
4113,"Taoka Chemical Company, Limited",15.68B,"1,126.00",29.43B
7643,"Daiichi Co.,Ltd.",15.67B,"1,373.00",38.87B
6572,"OPEN Group, Inc.",15.66B,275.00,6.96B
3565,Ascentech K.K.,15.66B,"1,119.00",10.77B
4994,"Taisei Lamick Co., Ltd.",15.66B,"2,520.00",29.48B
7600,"Japan Medical Dynamic Marketing, INC.",15.62B,607.00,24.64B
7455,Paris Miki Holdings Inc.,15.60B,282.00,50.73B
7699,Omni-Plus System Limited,15.56B,740.00,57.46B
3657,"Pole To Win Holdings, Inc.",15.56B,440.00,50.62B
6561,"Hanatour Japan Co., Ltd.",15.52B,"1,297.00",6.66B
7238,"Akebono Brake Industry Co., Ltd.",15.50B,116.00,162.16B
4588,Oncolys BioPharma Inc.,15.49B,633.00,31.38M
9145,"Being Holdings Co., Ltd.",15.48B,"2,610.00",30.19B
9799,"Asahi Intelligence Service Co., Ltd.",15.42B,990.00,15.60B
1981,"Kyowanissei Co.,Ltd.",15.41B,"1,380.00",37.91B
7811,"Nakamoto Packs Co.,Ltd.",15.38B,"1,731.00",47.43B
1381,"AXYZ Co., Ltd.",15.38B,"2,731.00",25.97B
9029,"Higashi Twenty One Co., Ltd.",15.34B,"1,173.00",45.79B
4192,SpiderPlus & Co.,15.32B,440.00,4.07B
5078,CEL Corporation,15.30B,"4,515.00",22.84B
4169,ENECHANGE Ltd.,15.28B,361.00,5.18B
1726,Br. Holdings Corporation,15.27B,344.00,40.56B
7377,"DN Holdings Co.,Ltd.",15.26B,"1,929.00",37.15B
8737,Akatsuki Corp.,15.26B,504.00,53.35B
4193,"Fabrica Holdings Co., Ltd.",15.24B,"2,953.00",9.02B
5484,"Tohoku Steel Co., Ltd.",15.19B,"2,018.00",21.52B
6444,Sanden Corporation,15.16B,136.00,183.85B
6918,Aval Data Corporation,15.15B,"2,486.00",7.58B
2335,Cube System Inc.,15.15B,"1,022.00",18.11B
6086,"Shin Maint Holdings Co.,Ltd.",15.14B,"1,607.00",24.92B
3800,UNIRITA Inc.,15.12B,"1,993.00",11.73B
3992,Needs Well Inc.,15.12B,399.00,9.67B
7743,"SEED Co.,Ltd.",15.07B,498.00,33.46B
4026,"Konoshima Chemical Co.,Ltd.",15.05B,"1,706.00",16.73B
6484,KVK Corporation,15.05B,"1,874.00",29.41B
5658,"Nichia Steel Works, Ltd.",15.04B,318.00,34.30B
3157,GEOLIVE Group Corporation,15.01B,"1,120.00",169.14B
6955,FDK Corporation,15.01B,435.00,64.91B
3648,AGS Corporation,14.91B,901.00,22.92B
7417,NANYO Corporation,14.86B,"1,201.00",37.54B
4382,"HEROZ, Inc.",14.80B,"1,010.00",5.33B
9312,"The Keihin Co., Ltd.",14.74B,"2,262.00",49.03B
6521,OXIDE Corporation,14.74B,"1,354.00",7.63B
6706,"DKK Co., Ltd.",14.73B,"1,626.00",29.44B
4620,"Fujikura Kasei Co., Ltd.",14.71B,492.00,55.35B
3501,"SUMINOE Co., Ltd.",14.71B,"2,253.00",102.77B
3361,"Toell Co.,Ltd.",14.69B,773.00,27.52B
7539,"AINAVO HOLDINGS Co.,Ltd.",14.69B,635.00,90.41B
2340,"Gokurakuyu Holdings Co., Ltd.",14.69B,480.00,13.97B
218A,"Liberaware Co., Ltd.",14.67B,648.00,379.60M
9702,ISB Corporation,14.66B,"1,282.00",33.95B
2152,Youji Corporation,14.63B,"1,308.00",6.31B
8085,"Narasaki Sangyo Co., Ltd.",14.63B,"2,850.00",111.17B
6619,W-SCOPE Corporation,14.61B,268.00,44.35B
4231,Tigers Polymer Corporation,14.61B,728.00,45.98B
7317,"Matsuya R&D Co.,Ltd",14.57B,684.00,9.42B
7987,"Nakabayashi Co., Ltd.",14.56B,528.00,62.73B
7487,Ozu Corporation,14.54B,"1,730.00",10.25B
9560,PROGRIT Inc.,14.54B,"1,155.00",4.85B
3968,"Segue Group Co., Ltd.",14.53B,457.00,18.72B
7999,"Mutoh Holdings Co., Ltd.",14.44B,"3,155.00",18.22B
2937,"St.Cousair Co., Ltd.",14.44B,"1,563.00",19.51B
9675,"Joban Kosan Co.,Ltd.",14.43B,"1,643.00",16.25B
2924,"Ifuji Sangyo Co., Ltd.",14.43B,"1,742.00",23.39B
1491,"Chugai Mining Co., Ltd.",14.41B,50.00,147.26B
6540,Semba Corporation,14.41B,"1,411.00",28.96B
5965,Fujimak Corporation,14.39B,"1,107.00",45.64B
3140,"BRUNO,Inc.",14.39B,"1,003.00",14.19B
7686,"Kakuyasu Group Co., Ltd.",14.34B,502.00,132.90B
2428,Wellnet Corporation,14.31B,766.00,10.83B
7775,"Daiken Medical Co., Ltd.",14.31B,498.00,10.01B
9857,Eiwa Corporation,14.28B,"2,280.00",45.24B
146A,Columbia Works Inc.,14.28B,"4,115.00",20.98B
4574,"Taiko Pharmaceutical Co.,Ltd.",14.26B,284.00,6.29B
6047,Gunosy Inc.,14.24B,593.00,6.69B
3242,"Urbanet Corporation Co.,Ltd.",14.24B,436.00,24.51B
6613,"QD Laser, Inc.",14.20B,340.00,1.27B
2991,LANDNET Inc.,14.17B,"1,229.00",82.51B
8917,"First Juken Co., Ltd.",14.12B,"1,016.00",35.99B
8030,"Chuo Gyorui Co., Ltd.",14.10B,"3,680.00",147.95B
8542,"Tomato Bank, Ltd.",14.10B,"1,228.00",24.71B
9709,"NCS&A Co., Ltd.",14.09B,865.00,19.83B
4977,Nitta Gelatin Inc.,14.08B,783.00,40.01B
7776,CellSeed Inc.,14.04B,415.00,161.00M
3415,"TOKYO BASE Co.,Ltd.",13.95B,324.00,19.22B
4054,"Japan PropTech Co.,Ltd.",13.95B,"1,011.00",5.06B
6469,"Hoden Seimitsu Kako Kenkyusho Co., Ltd.",13.94B,"1,333.00",12.58B
6616,Torex Semiconductor Ltd.,13.93B,"1,266.00",24.50B
3773,"Advanced Media, Inc.",13.92B,918.00,6.44B
7347,"Mercuria Holdings Co., Ltd.",13.91B,725.00,5.57B
3454,"First Brothers Co.,Ltd.",13.90B,991.00,16.87B
7472,"TOBA, INC.",13.90B,"3,545.00",29.54B
6228,"J.E.T. Co., Ltd.",13.85B,"1,059.00",17.88B
5621,"Human Technologies, Inc.",13.82B,"1,436.00",5.80B
7354,Direct Marketing MiX Inc.,13.81B,299.00,20.95B
5258,Transaction Media Networks Inc.,13.80B,384.00,11.73B
9818,"Daimaru Enawin Co., Ltd.",13.79B,"1,801.00",32.22B
6232,ACSL Ltd.,13.78B,928.00,2.66B
4258,AMIYA Corporation,13.78B,"3,590.00",4.77B
4418,Japan Data Science Consortium Co.Ltd.,13.73B,"1,002.00",22.76B
2816,"Daisho Co.,Ltd.",13.70B,"1,418.00",17.09B
4712,"KeyHolder, Inc.",13.68B,727.00,31.09B
9248,"People, Dreams & Technologies Group Co., Ltd.",13.68B,"1,536.00",41.33B
4409,"Toho Chemical Industry Company, Limited",13.67B,644.00,52.78B
3712,"Information Planning CO., LTD.",13.63B,"4,470.00",3.62B
9686,"Toyo Tec Co.,Ltd.",13.60B,"1,329.00",33.04B
9982,"Takihyo Co., Ltd.",13.60B,"1,573.00",60.39B
3300,"AMBITION DX HOLDINGS Co., Ltd.",13.57B,"1,941.00",48.06B
6312,Freund Corporation,13.57B,797.00,23.65B
7634,"Hoshi Iryo-Sanki Co., Ltd.",13.55B,"4,345.00",15.11B
1770,"Fujita Engineering Co., Ltd.",13.55B,"1,477.00",35.23B
4331,"Take and Give. Needs Co., Ltd",13.51B,926.00,47.17B
9257,YCP Holdings (Global) Limited,13.51B,614.00,-
7266,"Imasen Electric Industrial Co., Ltd.",13.50B,616.00,96.12B
9651,"Japan Process Development Co., Ltd.",13.46B,"1,350.00",9.89B
2904,"Ichimasa Kamaboko Co., Ltd.",13.45B,731.00,34.69B
4772,Stream Media Corporation,13.44B,116.00,9.72B
9272,"Boutiques, Inc.",13.44B,"1,404.00",5.11B
6863,Nireco Corporation,13.43B,"1,812.00",10.39B
4875,"MediciNova, Inc.",13.41B,303.00,-
8537,"The Taiko Bank,Ltd.",13.40B,"1,425.00",20.04B
6571,"QB Net Holdings Co.,Ltd.",13.39B,"1,031.00",25.01B
6203,"Howa Machinery, Ltd.",13.38B,"1,138.00",21.93B
7061,Japan Hospice Holdings Inc.,13.34B,"1,620.00",12.12B
6648,Kawaden Corporation,13.33B,"4,000.00",12.63B
9701,"Tokyo Kaikan Co., Ltd.",13.32B,"4,000.00",9.66B
8107,Kimuratan Corporation,13.30B,57.00,1.68B
4056,Neural Group Inc.,13.30B,867.00,3.56B
1914,"Japan Foundation Engineering Co., Ltd.",13.26B,696.00,30.13B
3562,"No.1 Co.,Ltd",13.26B,"1,941.00",13.95B
