ticker,name,market_cap,stock_price,revenue
276A,CCReB Advisors Inc.,13.26B,"2,918.00",1.27B
254A,Ai Fusion Capital Group Corp.,13.25B,"1,660.00",496.00M
8152,SOMAR Corporation,13.24B,"6,830.00",29.48B
5582,GRID Inc.,13.22B,"2,792.00",1.90B
9249,"Japan Ecosystem Co., Ltd.",13.22B,"4,570.00",10.16B
5244,"jig.jp Co., Ltd.",13.21B,320.00,13.44B
5079,"Novac Co., Ltd.",13.20B,"2,579.00",31.12B
5729,"Nihon Seiko Co., Ltd.",13.19B,"5,100.00",21.40B
6210,"Toyo Machinery & Metal Co., Ltd.",13.19B,642.00,27.06B
4488,AI inside Inc.,13.18B,"3,350.00",4.33B
2970,"Good Life Company,Inc.",13.18B,"3,205.00",17.13B
7849,Starts Publishing Corporation,13.17B,"3,360.00",8.58B
3558,"JADE GROUP,Inc",13.13B,"1,351.00",17.37B
5589,"Auto Server Co., Ltd.",13.06B,"1,832.00",4.00B
4691,Washington Hotel Corporation,13.03B,"1,094.00",4.76B
7725,Inter Action Corporation,13.00B,"1,184.00",8.82B
1873,"Nihon House Holdings Co., Ltd.",13.00B,325.00,38.76B
3665,Enigmo Inc.,12.97B,336.00,4.49B
9986,"ZAOH Company, Ltd.",12.96B,"2,387.00",7.64B
6668,"Adtec Plasma Technology Co., Ltd.",12.95B,"1,499.00",11.67B
2892,"Nihon Shokuhin Kako Co., Ltd.",12.95B,"2,632.00",50.60B
9275,"NARUMIYA INTERNATIONAL Co., Ltd.",12.94B,"1,330.00",38.56B
6730,AXELL Corporation,12.90B,"1,201.00",15.69B
2901,Wel-Dish.Incorporated,12.83B,731.00,1.92B
3109,Shikibo Ltd.,12.83B,"1,008.00",37.91B
6440,Juki Corporation,12.82B,452.00,95.19B
6035,"IR Japan Holdings, Ltd.",12.81B,721.00,5.52B
6989,"Hokuriku Electric Industry Co.,Ltd.",12.80B,"1,606.00",41.77B
4235,"Ultrafabrics Holdings Co.,Ltd.",12.74B,828.00,20.30B
9049,"Keifuku Electric Railroad Co.,Ltd.",12.74B,"6,410.00",14.23B
4376,Kufu Company Holdings Inc.,12.74B,213.00,15.74B
3675,Cross Marketing Group Inc.,12.73B,703.00,28.42B
2990,"Aida Sekkei Co.,Ltd.",12.72B,346.00,63.84B
8908,"Mainichi Comnet Co., Ltd.",12.69B,720.00,19.13B
9067,Maruwn Corporation,12.65B,447.00,45.71B
1960,Sanyo Engineering & Construction Inc.,12.64B,823.00,63.71B
4093,"Toho Acetylene Co., Ltd.",12.59B,361.00,35.07B
4767,"TOW Co.,Ltd.",12.59B,313.00,16.75B
5388,"Kunimine Industries Co., Ltd.",12.57B,"1,032.00",15.50B
9564,FCE Inc.,12.56B,"1,168.00",5.34B
7561,Hurxley Corporation,12.54B,678.00,47.12B
4414,"FLECT Co., Ltd.",12.52B,"2,047.00",7.98B
4482,WILLs Inc.,12.51B,613.00,5.07B
2689,"OLBA HEALTHCARE HOLDINGS, Inc.",12.49B,"2,101.00",121.73B
7908,"Kimoto Co., Ltd.",12.46B,273.00,11.40B
9993,"Yamazawa Co., Ltd.",12.45B,"1,150.00",101.85B
3683,"Cyberlinks Co., Ltd.",12.45B,"1,114.00",15.87B
2935,"Pickles Holdings Co.,Ltd.",12.45B,"1,007.00",41.55B
7115,"Alpha Purchase Co., Ltd.",12.45B,"1,284.00",55.95B
3175,"AP Holdings Co.,Ltd.",12.42B,976.00,20.91B
9307,"Sugimura Warehouse Co., Ltd.",12.40B,758.00,11.14B
6224,"JRC Co.,Ltd.",12.40B,"1,027.00",10.43B
3963,"Synchro Food Co., Ltd.",12.39B,428.00,3.87B
4347,Broadmedia Corporation,12.36B,"1,792.00",15.58B
2686,"Gfoot Co.,Ltd.",12.34B,290.00,62.23B
3850,NTT Data Intramart Corporation,12.34B,"2,520.00",11.42B
9251,"AB&Company Co.,Ltd.",12.33B,866.00,18.18B
6087,"ABIST Co.,Ltd.",12.30B,"3,080.00",10.00B
5816,"Onamba Co., Ltd.",12.30B,"1,028.00",44.80B
8798,"Advance Create Co., Ltd.",12.28B,549.00,7.91B
6797,"Nagoya Electric Works Co., Ltd.",12.28B,"2,097.00",17.77B
6262,"Pegasus Co., Ltd.",12.28B,495.00,20.56B
7096,StemCell Institute Inc.,12.24B,"1,201.00",2.64B
3547,Kushikatsu Tanaka Holdings Co.,12.20B,"1,327.00",16.86B
6678,"Techno Medica Co., Ltd.",12.19B,"1,759.00",10.31B
7068,Feedforce Group Inc.,12.17B,501.00,4.17B
2818,"PIETRO Co., Ltd.",12.13B,"1,757.00",10.96B
5248,"TECHNOLOGIES, Inc.",12.13B,717.00,12.75B
5572,Ridge-i Inc.,12.10B,"3,030.00",943.00M
8383,"The Tottori Bank, Ltd.",12.08B,"1,291.00",15.05B
2597,Unicafe Inc.,12.07B,902.00,12.94B
7119,"halmek holdings Co.,Ltd.",12.02B,"1,087.00",33.65B
7299,Fuji Oozx Inc.,12.02B,"1,180.00",24.88B
3924,"R&D Computer Co.,Ltd.",12.01B,674.00,13.80B
2169,"CDS Co.,Ltd.",12.01B,"1,772.00",10.49B
3905,Datasection Inc.,11.99B,680.00,2.74B
2927,"AFC-HD AMS Life Science Co., Ltd.",11.98B,879.00,31.59B
6392,Yamada Corporation,11.97B,"5,000.00",15.07B
6912,Kikusui Holdings Corporation,11.96B,"1,426.00",13.20B
2813,"Wakou Shokuhin Co., Ltd.",11.94B,"5,000.00",16.21B
5284,"Yamau Holdings Co., Ltd.",11.94B,"1,976.00",21.06B
1384,"Hokuryo Co., Ltd.",11.94B,"1,411.00",14.68B
7378,ASIRO Inc.,11.88B,"1,632.00",4.80B
1787,"Nakabohtec Corrosion Protecting Co.,Ltd.",11.86B,"4,950.00",14.41B
8023,"Daiko Denshi Tsushin, Ltd.",11.82B,904.00,43.90B
4350,"Medical System Network Co., Ltd.",11.81B,412.00,121.08B
8118,"KING Co., Ltd.",11.80B,738.00,8.43B
4761,SAKURA KCS Corporation,11.79B,"1,053.00",21.62B
6882,"Sansha Electric Manufacturing Co.,Ltd.",11.77B,885.00,25.24B
7521,"Musashi Co., Ltd.",11.76B,"1,735.00",36.70B
3991,"Wantedly, Inc.",11.75B,"1,234.00",4.72B
7927,Muto Seiko Co.,11.75B,"1,667.00",27.60B
5892,"yutori, Inc.",11.75B,"2,478.00",-
3723,Nihon Falcom Corporation,11.75B,"1,143.00",2.21B
5885,"GDEP ADVANCE,Inc.",11.72B,"2,188.00",6.53B
7702,"JMS Co.,Ltd.",11.71B,475.00,69.89B
4367,"Koei Chemical Company, Limited",11.70B,"2,370.00",18.58B
7450,"Sunday Co.,Ltd.",11.70B,"1,090.00",46.89B
3417,"Ohki Healthcare Holdings Co.,Ltd.",11.68B,861.00,345.65B
4420,"eSOL Co.,Ltd.",11.66B,630.00,11.91B
8769,"Advantage Risk Management Co., Ltd.",11.65B,727.00,7.92B
6322,Tacmina Corporation,11.65B,"1,691.00",11.01B
6505,Toyo Denki Seizo K.K.,11.64B,"1,323.00",36.34B
5698,Envipro Holdings Inc.,11.64B,389.00,51.21B
5216,"Kuramoto Co., Ltd.",11.63B,265.00,1.57B
6165,"Punch Industry Co., Ltd.",11.61B,419.00,39.93B
5985,Suncall Corporation,11.61B,385.00,60.08B
4238,"Miraial Co., Ltd.",11.59B,"1,285.00",13.23B
2903,"Shinobu Foods Products Co., Ltd.",11.58B,974.00,56.71B
2193,Cookpad Inc.,11.55B,142.00,5.88B
5280,"Yoshicon Co.,Ltd.",11.54B,"1,655.00",33.23B
3418,"Balnibarbi Co.,Ltd.",11.54B,"1,072.00",13.70B
6853,"Kyowa Electronic Instruments Co., Ltd.",11.53B,424.00,15.35B
8898,Century21 Real Estate of Japan Ltd,11.52B,"1,128.00",4.03B
7081,"Koyou Rentia Co., Ltd.",11.50B,"1,040.00",31.86B
2652,Mandarake Inc.,11.49B,355.00,8.20B
3911,Aiming Inc.,11.48B,246.00,17.09B
2224,"Como Co.,Ltd.",11.47B,"3,300.00",7.30B
5018,MORESCO Corporation,11.46B,"1,256.00",34.07B
3447,"Shinwa Co., Ltd.",11.43B,822.00,15.84B
5137,SmartDrive inc.,11.43B,"1,825.00",2.30B
9846,"Tenmaya Store Co., Ltd.",11.41B,994.00,58.73B
7636,"Handsman Co., Ltd.",11.41B,829.00,35.02B
9270,Valuence Holdings Inc.,11.38B,863.00,80.60B
4583,Chiome Bioscience Inc.,11.38B,170.00,780.81M
6715,"Nakayo, Inc.",11.38B,"2,539.00",17.44B
4465,"Niitaka Co., Ltd.",11.38B,"1,922.00",23.20B
7559,"Global Food Creators Co., Ltd.",11.37B,"2,057.00",22.07B
2764,Hiramatsu Inc.,11.37B,161.00,11.64B
3544,"Satudora Holdings Co.,Ltd.",11.36B,820.00,97.35B
5967,"Tone Co., Ltd.",11.36B,"1,036.00",7.78B
3094,"Super Value Co., Ltd.",11.36B,908.00,53.22B
4237,Fujipream Corporation,11.34B,397.00,11.43B
9636,Kin-Ei Corp.,11.34B,"4,070.00",3.56B
5071,"VIS Co., Ltd.",11.33B,"1,361.00",16.62B
1776,"Sumiken Mitsui Road Co.,Ltd.",11.29B,"1,290.00",29.56B
9306,"Toyo Logistics Co., Ltd.",11.28B,"1,504.00",28.84B
2107,"Toyo Sugar Refining Co., Ltd.",11.27B,"2,067.00",18.25B
2883,"Dairei Co.,Ltd.",11.27B,"1,911.00",26.10B
8904,"Avantia Co., Ltd.",11.27B,786.00,68.63B
2354,YE DIGITAL Corporation,11.27B,624.00,19.35B
1450,Tanaken,11.26B,"1,257.00",11.92B
6317,Kitagawa Corporation,11.21B,"1,213.00",57.56B
3434,ALPHA Corporation,11.12B,"1,158.00",74.93B
7094,NexTone Inc.,11.12B,"1,139.00",18.94B
1867,UEKI Corporation,11.11B,"1,752.00",50.41B
6095,"MedPeer,Inc.",11.11B,511.00,14.32B
2489,Adways Inc.,11.10B,288.00,12.68B
3856,Abalance Corporation,11.07B,622.00,146.04B
8165,"Senshukai Co., Ltd.",11.04B,234.00,45.60B
206A,"PRISM BioLab Co.,LTD",11.04B,307.00,-
7670,O-Well Corporation,10.99B,"1,073.00",69.23B
8349,"The Tohoku Bank, Ltd.",10.96B,"1,153.00",14.16B
7122,"The Kinki Sharyo Co., Ltd.",10.93B,"1,595.00",34.96B
5570,"Jenoba Co.,Ltd.",10.92B,779.00,1.29B
4442,"Valtes Holdings Co.,Ltd.",10.91B,562.00,10.57B
4490,VisasQ Inc.,10.91B,"1,169.00",9.64B
4932,"Almado, Inc.",10.91B,"1,185.00",8.19B
7885,"Takano Co.,Ltd.",10.90B,720.00,23.46B
7879,Noda Corporation,10.88B,697.00,67.04B
4627,"Natoco Co., Ltd.",10.87B,"1,440.00",20.75B
9343,ibis inc.,10.87B,"2,965.00",-
4651,Sanix Incorporated,10.85B,239.00,45.67B
5888,"Daiwa Cycle Co.,Ltd.",10.85B,"3,980.00",-
5921,"Kawagishi Bridge Works Co., Ltd.",10.83B,"3,745.00",26.38B
7841,"Endo Manufacturing Co., Ltd.",10.83B,"1,230.00",15.63B
3979,"Uluru.Co.,Ltd.",10.82B,"1,564.00",6.58B
5129,FIXER Inc.,10.81B,750.00,5.51B
6904,"Harada Industry Co., Ltd.",10.81B,497.00,45.39B
6291,"Airtech Japan, Ltd.",10.78B,"1,068.00",6.58B
8207,"Ten Allied Co.,Ltd.",10.77B,281.00,11.73B
8918,"LAND Co., Ltd.",10.77B,8.00,6.10B
4055,T&S Group Inc.,10.75B,"1,419.00",3.58B
1430,First-corporation Inc.,10.75B,900.00,42.12B
3096,Ocean System Corporation,10.75B,"1,167.00",89.60B
2982,"A.D.Works Group Co.,Ltd.",10.71B,229.00,49.91B
9034,"NANSO Transport Co.,Ltd.",10.71B,"1,086.00",15.92B
9782,DMS Inc.,10.67B,"1,904.00",27.98B
7358,Poppins Corporation,10.65B,"1,095.00",31.69B
1717,Meiho Facility Works Ltd.,10.65B,947.00,5.56B
7514,"HIMARAYA Co.,Ltd.",10.61B,862.00,58.30B
6496,"Nakakita Seisakusho Co., Ltd.",10.61B,"3,010.00",20.52B
4571,"NANO MRNA Co.,Ltd.",10.59B,150.00,114.00M
8289,Olympic Group Corporation,10.59B,461.00,97.07B
4800,Oricon Inc.,10.58B,828.00,4.88B
2700,"Kitoku Shinryo Co., Ltd.",10.52B,"6,570.00",119.00B
6094,"FreakOut Holdings, inc.",10.51B,608.00,51.88B
2934,"J Frontier Co.,Ltd.",10.51B,"2,077.00",20.54B
5204,"Ishizuka Glass Co., Ltd.",10.47B,"2,511.00",56.28B
9162,"Bleach, Inc.",10.45B,401.00,14.68B
7792,"Colan Totte.Co.,Ltd.",10.44B,"1,158.00",6.10B
3969,ATLED CORP.,10.44B,"1,400.00",2.75B
1807,"Watanabe Sato Co., Ltd.",10.43B,"1,727.00",38.88B
5026,"Tripleize Co.,Ltd.",10.43B,"1,275.00",4.90B
9428,Crops Corporation,10.42B,"1,086.00",59.64B
5194,"Sagami Rubber Industries Co., Ltd.",10.42B,960.00,5.70B
1853,"Mori-Gumi Co., Ltd.",10.42B,320.00,31.96B
7212,F-Tech Inc.,10.42B,561.00,305.41B
6149,"Odawara Engineering Co., Ltd.",10.41B,"1,825.00",13.18B
6919,KEL Corporation,10.40B,"1,442.00",11.87B
5951,"Dainichi Co., Ltd.",10.39B,637.00,18.84B
7505,"Fuso Dentsu Co., Ltd.",10.38B,"1,701.00",46.59B
7646,"PLANT Co.,Ltd.",10.38B,"1,503.00",98.20B
9252,"Last One Mile Co.,Ltd.",10.36B,"3,190.00",12.83B
4890,Tsubota Laboratory Incorporated,10.36B,405.00,1.29B
9408,"BSN Media Holdings, Inc.",10.35B,"1,758.00",23.18B
9561,GLAD CUBE Inc.,10.34B,"1,037.00",-
1436,GreenEnergy & Company Inc.,10.31B,"2,512.00",9.90B
2485,Tear Corporation,10.31B,455.00,20.47B
7247,Mikuni Corporation,10.31B,306.00,101.72B
7444,"Harima-Kyowa Co.,LTD.",10.30B,"1,922.00",63.33B
5869,"Waseda Gakushukenkyukai Co.,Ltd.",10.25B,"1,012.00",-
9950,"Hachi-Ban Co., Ltd.",10.23B,"3,475.00",8.05B
9325,PHYZ Holdings Inc.,10.23B,955.00,30.79B
9731,"Hakuyosha Company, Ltd.",10.23B,"2,576.00",43.58B
9890,"Makiya Co., Ltd.",10.22B,"1,025.00",86.19B
5819,"Canare Electric Co., Ltd.",10.22B,"1,513.00",12.38B
9888,"UEX, Ltd.",10.20B,926.00,50.61B
4304,Estore Corporation,10.20B,"1,937.00",11.93B
6557,AIAI Group Corporation,10.19B,"1,590.00",12.35B
4263,"SUSMED,Inc.",10.19B,623.00,150.00M
6082,"RIDE ON EXPRESS HOLDINGS Co., Ltd.",10.18B,"1,040.00",23.59B
2112,"Ensuiko Sugar Refining Co., Ltd.",10.16B,371.00,32.55B
5136,"tripla Co., Ltd.",10.14B,"1,748.00",1.64B
9380,"Azuma Shipping Co., Ltd.",10.13B,358.00,39.27B
6769,"THine Electronics, Inc.",10.11B,947.00,4.61B
9245,Livero Inc.,10.10B,"1,913.00",3.59B
9753,IX Knowledge Incorporated,10.09B,"1,060.00",22.35B
4308,J-Stream Inc.,10.07B,413.00,11.68B
4346,Nexyz. Group Corporation,10.07B,798.00,25.51B
300A,"MIC Co.,Ltd.",10.05B,"1,490.00",-
4635,"Tokyo Printing Ink Mfg. Co., Ltd.",10.04B,"3,775.00",45.75B
4512,"Wakamoto Pharmaceutical Co.,Ltd.",10.02B,288.00,9.43B
3030,"Hub Co., Ltd.",10.00B,795.00,10.64B
7551,"Weds Co., Ltd.",9.99B,629.00,34.80B
6393,"Yuken Kogyo Co., Ltd.",9.99B,"2,683.00",31.82B
7133,"HYUGA PRIMARY CARE Co.,Ltd.",9.98B,"1,393.00",8.29B
3053,"Pepper Food Service Co., Ltd.",9.96B,167.00,50.85B
5891,"Kairikiya Co., Ltd.",9.95B,"1,826.00",-
2798,Y's Table Corporation,9.94B,"3,015.00",11.92B
7809,"Kotobukiya Co., Ltd.",9.94B,"1,295.00",15.76B
8783,"GFA Co., Ltd.",9.94B,625.00,3.81B
241A,"ROXX,inc.",9.94B,"1,521.00",3.48B
3467,Agratio urban design Inc.,9.93B,"1,733.00",27.61B
2344,"Heian Ceremony Service Co.,Ltd.",9.90B,826.00,10.40B
4644,"Imagineer Co.,Ltd.",9.86B,"1,025.00",6.53B
4248,"Takemoto Yohki Co., Ltd.",9.85B,819.00,15.63B
8046,"Marufuji Sheet Piling Co.,Ltd.",9.85B,"2,752.00",35.36B
6864,NF Holdings Corporation,9.83B,"1,416.00",8.66B
9904,"Verite Co., Ltd.",9.82B,361.00,9.79B
5955,"Wise Holdings Co.,Ltd.",9.81B,73.00,11.66B
6819,"Izu Shaboten Resort Co.,Ltd",9.79B,540.00,5.26B
7711,"Sukegawa Electric Co., Ltd.",9.78B,"1,870.00",4.08B
7713,"Sigmakoki Co., Ltd.",9.77B,"1,379.00",11.06B
6045,"Rentracks CO.,LTD.",9.77B,"1,245.00",3.76B
4168,"Yappli, Inc.",9.75B,769.00,5.51B
3853,Asteria Corporation,9.75B,580.00,3.09B
7416,Haruyama Holdings Inc.,9.72B,599.00,35.75B
3981,Beaglee Inc.,9.70B,"1,787.00",18.45B
6994,Shizuki Electric Company Inc.,9.70B,399.00,26.29B
7692,Earth Infinity Co.Ltd.,9.69B,89.00,5.44B
5237,Nozawa Corporation,9.67B,836.00,21.82B
9221,Fuluhashi EPO Corporation,9.67B,813.00,9.12B
5282,GEOSTR Corporation,9.67B,307.00,28.02B
3640,"Densan Co., Ltd.",9.66B,"1,562.00",16.97B
7727,OVAL Corporation,9.66B,442.00,14.49B
7614,"OM2 Network Co.,Ltd.",9.65B,"1,431.00",32.41B
4882,Perseus Proteomics Inc.,9.64B,664.00,111.39M
7218,"Tanaka Seimitsu Kogyo Co., Ltd.",9.63B,"1,004.00",43.00B
7048,VELTRA Corporation,9.62B,263.00,3.78B
9554,"AViC Co., Ltd.",9.62B,"1,507.00",1.93B
5942,"Nippon Filcon Co., Ltd.",9.62B,502.00,28.64B
9763,"Marubeni Construction Material Lease Co.,Ltd.",9.60B,"3,025.00",22.41B
5009,"Fuji Kosan Company, Ltd.",9.60B,"1,450.00",67.35B
5644,Metalart Corporation,9.59B,"3,320.00",42.22B
6026,"GMO TECH, Inc.",9.59B,"9,040.00",6.87B
4936,AXXZIA Inc.,9.58B,419.00,12.54B
3776,"BroadBand Tower, Inc.",9.57B,156.00,13.42B
3777,Environment Friendly Holdings Corp.,9.56B,34.00,17.24B
4320,"CE Holdings Co.,Ltd.",9.55B,642.00,15.18B
3804,System D Inc.,9.54B,"1,458.00",4.63B
5984,Kanefusa Corporation,9.54B,688.00,19.34B
9074,"Japan Oil Transportation Co., Ltd.",9.52B,"2,864.00",36.50B
2907,"Ahjikan Co., Ltd.",9.51B,"1,246.00",51.32B
6560,"LTS, Inc.",9.48B,"2,103.00",16.59B
3082,"KICHIRI HOLDINGS & Co.,Ltd.",9.47B,838.00,14.53B
3420,KFC Ltd,9.45B,"1,284.00",26.01B
6870,"Fenwal Controls of Japan, Ltd.",9.44B,"1,697.00",12.52B
3435,"Sanko Techno Co., Ltd.",9.44B,"1,194.00",21.08B
5585,"EcoNaviSta, Inc.",9.40B,"1,427.00",-
9351,"Toyo Wharf & Warehouse Co., Ltd.",9.39B,"1,277.00",34.80B
8563,"The Daito Bank, Ltd.",9.39B,751.00,13.26B
3955,"IMURA & Co.,Ltd.",9.39B,941.00,20.68B
6928,"Enomoto Co.,Ltd.",9.39B,"1,450.00",26.39B
7523,"Art Vivant Co., Ltd.",9.38B,"1,022.00",10.70B
4013,"Kinjiro Co.,Ltd.",9.38B,477.00,4.38B
2877,NittoBest Corporation,9.35B,775.00,55.44B
7822,"Eidai Co.,Ltd.",9.33B,211.00,70.60B
3080,"Jason Co., Ltd.",9.28B,716.00,28.38B
6658,"Shirai Electronics Industrial Co., Ltd.",9.27B,633.00,27.07B
8945,SUNNEXTA GROUP Inc.,9.26B,999.00,8.52B
2370,"MEDINET Co., Ltd.",9.26B,36.00,998.00M
4436,"MINKABU THE INFONOID, Inc.",9.25B,617.00,9.80B
4264,"Secure, Inc.",9.23B,"1,933.00",6.25B
8705,"Nissan Securities Group Co., Ltd.",9.22B,190.00,2.85B
5381,Mipox Corporation,9.21B,670.00,11.02B
1966,Takada Corporation,9.18B,"1,426.00",55.73B
5391,A&A Material Corporation,9.17B,"1,214.00",42.61B
5958,"Sanyo Industries, Ltd.",9.17B,"2,922.00",29.41B
4957,"Yasuhara Chemical Co.,Ltd.",9.17B,"1,021.00",11.43B
2586,Fruta Fruta Inc.,9.17B,139.00,2.06B
3079,DVx Inc.,9.17B,939.00,48.44B
2735,"Watts Co., Ltd.",9.13B,694.00,61.44B
4579,RaQualia Pharma Inc.,9.13B,418.00,3.11B
3538,WILLPLUS Holdings Corporation,9.12B,999.00,65.92B
7682,"Hamayuu Co.,Ltd.",9.12B,"4,235.00",5.84B
6161,Estic Corporation,9.11B,915.00,8.10B
9206,Star Flyer Inc.,9.10B,"2,522.00",42.46B
8747,"Yutaka Trusty Securities Co., Ltd.",9.09B,"1,609.00",7.83B
3943,"Ohishi Sangyo Co., Ltd.",9.09B,"1,177.00",23.18B
7374,Interworks Confidence Inc.,9.09B,"1,519.00",8.49B
2978,TSUKURUBA Inc.,9.09B,784.00,5.87B
2410,"Career Design Center Co., Ltd.",9.05B,"1,748.00",10.72B
9698,"Creo Co.,Ltd.",9.04B,"1,169.00",14.18B
5268,"Asahi Concrete Works Co., Ltd.",9.03B,694.00,7.17B
4667,"Aisan Technology Co.,Ltd.",9.03B,"1,708.00",6.20B
9337,toridori Inc.,9.03B,"2,755.00",4.27B
3321,"Mitachi Co., Ltd.",9.00B,"1,130.00",58.76B
177A,"Kohjin Bio Co., Ltd.",8.95B,"1,750.00",5.15B
5337,Danto Holdings Corporation,8.94B,277.00,5.32B
7794,EDP Corporation,8.94B,662.00,912.00M
3641,"Papyless Co., Ltd.",8.94B,920.00,16.13B
2993,Choei Inc.,8.94B,"2,125.00",9.92B
4245,"Daiki Axis Co., Ltd.",8.93B,678.00,46.86B
9691,"Ryomo Systems Co.,Ltd.",8.92B,"2,550.00",18.72B
2814,"Sato Foods Industries Co., Ltd.",8.91B,"2,300.00",6.37B
1850,"Nankai Tatsumura Construction Co., Ltd.",8.91B,307.00,47.84B
3121,"MBK Co.,Ltd.",8.89B,310.00,4.45B
4356,"Applied Technology Co., Ltd.",8.89B,"1,555.00",2.42B
3918,"PCI Holdings, Inc.",8.85B,873.00,25.25B
4524,"Morishita Jintan Co., Ltd.",8.85B,"2,153.00",12.64B
8927,"Meiho Enterprise Co., Ltd.",8.85B,297.00,22.84B
4891,"TMS Co., Ltd.",8.83B,241.00,-
3294,"e'grand Co.,Ltd",8.82B,"1,438.00",29.19B
6176,Brangista Inc.,8.79B,658.00,4.89B
2916,"Semba Tohka Industries Co., Ltd",8.77B,770.00,18.94B
7898,"Wood One Co.,Ltd.",8.76B,964.00,64.29B
4811,DreamArts Corporation,8.75B,"2,366.00",5.03B
6156,A-One Seimitsu Inc.,8.75B,"1,763.00",1.59B
8119,Sanyei Corporation,8.75B,921.00,40.51B
7018,Naikai Zosen Corporation,8.75B,"5,260.00",45.15B
6488,Yoshitake Inc.,8.74B,701.00,9.72B
4642,"Original Engineering Consultants Co., Ltd.",8.73B,"1,519.00",5.59B
6568,"KNC Laboratories Co., Ltd.",8.72B,"1,135.00",4.61B
9959,"Aseed Holdings Co.,Ltd.",8.71B,708.00,24.04B
153A,Caulis Inc.,8.69B,"1,482.00",-
8104,KUWAZAWA Holdings Corporation,8.69B,607.00,65.15B
4374,Robot Payment Inc.,8.66B,"2,286.00",2.76B
3063,j-Group Holdings Corp.,8.66B,711.00,10.70B
3103,Unitika Ltd.,8.65B,150.00,125.38B
3571,"Sotoh Co., Ltd.",8.65B,687.00,10.19B
4015,Paycloud Holdings Inc.,8.65B,545.00,8.16B
6031,Zeta Inc.,8.64B,419.00,1.83B
7110,Kurashicom Inc.,8.64B,"1,200.00",7.15B
291A,Reskill Corp.,8.64B,"4,150.00",1.48B
2173,Hakuten Corporation,8.63B,566.00,18.85B
5940,"Fujisash Co.,Ltd.",8.61B,684.00,104.13B
2743,Pixel Companyz Inc.,8.61B,93.00,887.00M
4286,CL Holdings Inc.,8.61B,761.00,38.28B
6384,"Showa Shinku Co., Ltd.",8.61B,"1,396.00",7.41B
5356,"Mino Ceramic Co., Ltd.",8.59B,838.00,14.63B
7079,"WDB coco Co., Ltd.",8.56B,"3,560.00",5.21B
6230,Sanei Ltd.,8.56B,"1,869.00",28.32B
6091,Wesco Holdings Inc.,8.54B,633.00,15.89B
9558,"Japaniace Co.,Ltd.",8.54B,"2,170.00",11.21B
7161,"Jimoto Holdings, Inc.",8.53B,319.00,19.40B
6239,Nagaoka International Corporation,8.53B,"1,221.00",9.59B
7254,Univance Corporation,8.52B,409.00,54.89B
1433,"Besterra Co., Ltd.",8.52B,961.00,11.54B
4441,Tobila Systems Inc.,8.50B,840.00,2.41B
9311,Asagami Corporation,8.49B,"6,000.00",39.16B
3512,"Nippon Felt Co., Ltd.",8.48B,478.00,9.89B
2668,Tabio Corporation,8.47B,"1,247.00",16.76B
9262,"Silver Life Co., Ltd.",8.47B,822.00,13.82B
7610,"Tay Two Co., Ltd.",8.47B,135.00,36.01B
6180,GMO Media Inc.,8.47B,"4,925.00",6.61B
6615,"UMC Electronics Co., Ltd.",8.45B,306.00,130.21B
9723,"The Kyoto Hotel, Ltd.",8.44B,707.00,9.74B
8135,Zett Corporation,8.42B,430.00,53.91B
9514,EF-ON Inc.,8.41B,390.00,17.38B
9193,"Tokyo Kisen Co.,Ltd.",8.40B,844.00,12.13B
4284,"SOLXYZ Co., Ltd.",8.40B,351.00,16.04B
7722,"Kokusai Co., Ltd.",8.39B,620.00,13.14B
3392,"Delica Foods Holdings Co., Ltd.",8.39B,514.00,57.00B
3160,"Oomitsu Co., Ltd.",8.38B,575.00,73.27B
2391,"Planet, Inc.",8.38B,"1,248.00",3.18B
3189,ANAP Inc.,8.38B,500.00,4.05B
4892,Cyfuse Biomedical K.K.,8.37B,"1,060.00",54.00M
3423,SE Corporation,8.37B,277.00,25.67B
7409,"AeroEdge Co., Ltd.",8.36B,"2,239.00",3.59B
5707,"Toho Zinc Co., Ltd.",8.35B,625.00,130.78B
9227,"Microwave Chemical Co., Ltd.",8.34B,552.00,1.27B
2708,"Kuze Co., Ltd.",8.34B,"1,802.00",67.39B
3353,"Medical Ikkou Group Co.,Ltd.",8.32B,"2,220.00",46.22B
4031,Katakura & Co-op Agri Corporation,8.32B,930.00,41.21B
3374,Naigai Tec Corporation,8.31B,"2,376.00",34.94B
9980,MRK Holdings Inc.,8.31B,82.00,20.61B
4582,SymBio Pharmaceuticals Limited,8.30B,188.00,2.45B
6574,Convano Inc.,8.29B,"1,964.00",2.95B
7097,"SAKURASAKU PLUS,Co.,Ltd.",8.29B,"1,975.00",17.44B
9017,"Niigata Kotsu Co., Ltd.",8.26B,"2,150.00",19.88B
6337,TESEC Corporation,8.25B,"1,483.00",6.42B
6580,"Writeup Co.,Ltd.",8.24B,"1,609.00",2.78B
8365,"The Bank of Toyama, Ltd.",8.24B,"1,551.00",8.90B
7875,"Takeda iP Holdings Co.,Ltd.",8.24B,989.00,33.57B
7277,"TBK Co., Ltd.",8.23B,289.00,55.48B
6492,Okano Valve Mfg.Co.Ltd.,8.22B,"5,200.00",8.17B
7318,"Serendip Holdings Co.,Ltd.",8.20B,"1,791.00",20.43B
7228,Daytona Corporation,8.19B,"3,450.00",14.54B
